full_part_number,section,subsection,position_details
,High Density,Overall Dimensions,Pos1(): Fixed value
"77SDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDCGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDCGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDCGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDCGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDCGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDCGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDCGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(C): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77SDDGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77SDDGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDEGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDEGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"77HDAGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"77HDAGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
